id,name,email,phone,address,city,state,country,postal_code,created_at,updated_at,gender,source_id,account_id,contact_category_id,is_vip
9900,LILIA TAKATSU DA CRUZ,,+55 (11) 97729-8139,,,São Paulo,Brasil,,2025-07-19 23:33:34.653872+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9901,Contato WhatsApp,,+55 (11) 97991-2958,,,São Paulo,Brasil,,2025-08-08 16:45:23.596334+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9902,Edila,,+55 (11) 98100-0344,,,São Paulo,Brasil,,2025-08-20 18:28:26.84879+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9903,Marcelo Frazao,,+55 (11) 98111-9765,,,São Paulo,Brasil,,2025-08-18 20:33:34.343819+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9904,Natália (Nana) 💙,,+55 (11) 98165-1100,,,São Paulo,Brasil,,2025-08-15 15:04:15.68352+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9905,Renata,,+55 (11) 98179-1818,,,São Paulo,Brasil,,2025-07-01 13:11:24.88994+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9906,.,,+55 (11) 98195-8065,,,São Paulo,Brasil,,2025-07-21 13:30:21.045639+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9907,Carla Subtil,,+55 (11) 98207-9722,,,São Paulo,Brasil,,2025-08-09 23:11:39.735677+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9908,manu almeida,,+55 (11) 98221-2254,,,São Paulo,Brasil,,2025-07-02 23:52:04.347213+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9909,Armando Enrique,,+55 (11) 98224-3706,,,São Paulo,Brasil,,2025-06-22 18:01:57.189038+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9910,Marcelo Rangel,,+55 (11) 98258-7041,,,São Paulo,Brasil,,2025-07-02 13:00:53.404248+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9911,Fred,,+55 (11) 98259-6105,,,São Paulo,Brasil,,2025-07-30 20:26:30.446063+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9912,Daniel  Milanez,,+55 (11) 98266-3184,,,São Paulo,Brasil,,2025-08-25 13:16:54.283592+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9913,Katia Lins - Consultoria em Viagem,,+55 (11) 98274-7233,,,São Paulo,Brasil,,2025-06-19 18:34:31.758581+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9914,Carla,,+55 (11) 98292-0244,,,São Paulo,Brasil,,2025-07-26 17:06:27.590813+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9915,Leticia Karine 🦋,,+55 (11) 98311-0042,,,São Paulo,Brasil,,2025-08-20 17:22:35.095618+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9916,Karin Karita,,+55 (11) 98316-9160,,,São Paulo,Brasil,,2025-07-31 12:27:05.429127+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9917,Danilo Pinto,,+55 (11) 98318-6767,,,São Paulo,Brasil,,2025-07-04 12:33:15.737326+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9918,Contato WhatsApp,,+55 (11) 98338-0607,,,São Paulo,Brasil,,2025-08-05 19:39:33.404732+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9919,SONIA FAVARO  DUARTE,,+55 (11) 98338-9885,,,São Paulo,Brasil,,2025-08-11 12:18:25.740592+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9920,Wagner Barbosa,,+55 (11) 98358-0729,,,São Paulo,Brasil,,2025-07-03 23:40:29.963808+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9921,Aline Taki,,+55 (11) 98366-7396,,,São Paulo,Brasil,,2025-08-04 17:15:33.403128+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9922,Contato WhatsApp,,+55 (11) 98366-9332,,,São Paulo,Brasil,,2025-08-05 20:14:37.722676+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9923,Fernanda Benedicto,,+55 (11) 98377-7319,,,São Paulo,Brasil,,2025-07-28 10:21:32.273754+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9924,Claudio,,+55 (11) 98403-5647,,,São Paulo,Brasil,,2025-07-31 13:26:18.622954+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9925,Juan Saus,,+55 (11) 98451-8881,,,São Paulo,Brasil,,2025-08-14 17:23:38.072396+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9926,Elisete Rasera,,+55 (11) 98476-7515,,,São Paulo,Brasil,,2025-06-17 12:47:50.636892+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9927,Amanda Miguel,,+55 (11) 98489-1000,,,São Paulo,Brasil,,2025-08-06 14:16:10.335421+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9928,Steffany Boroviec Rega,,+55 (11) 98497-7425,,,São Paulo,Brasil,,2025-06-25 21:40:25.141375+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10648,Contato WhatsApp,,+55 (11) 98500-1876,,,São Paulo,Brasil,,2025-08-27 17:35:09.310585+00,2025-08-27 18:00:59.950896+00,,13,179,12,false
9929,5511985161696,,+55 (11) 98516-1696,,,São Paulo,Brasil,,2025-07-28 17:27:35.364713+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9930,Luis Otavio,,+55 (11) 98527-5921,,,São Paulo,Brasil,,2025-07-05 00:25:21.582178+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9931,Octavio,,+55 (11) 98558-6191,,,São Paulo,Brasil,,2025-06-18 23:56:48.513899+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9932,Ricardo Lanfranchi,,+55 (11) 98584-0101,,,São Paulo,Brasil,,2025-06-23 13:09:25.128562+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9933,João Pedro ★,,+55 (11) 98599-2674,,,São Paulo,Brasil,,2025-07-04 20:28:37.722218+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9934,Carolina Noce,,+55 (11) 98599-4636,,,São Paulo,Brasil,,2025-07-28 12:31:37.784697+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9935,Samir,,+55 (11) 98618-5015,,,São Paulo,Brasil,,2025-07-04 20:13:11.122734+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9936,Samara Gomes,,+55 (11) 98654-6003,,,São Paulo,Brasil,,2025-08-25 20:02:48.498259+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9937,Lud’mila M. Birochi,,+55 (11) 98700-0087,,,São Paulo,Brasil,,2025-06-17 11:35:59.635512+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9938,Contato WhatsApp,,+55 (11) 98777-5430,,,São Paulo,Brasil,,2025-08-14 12:55:28.252982+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9939,Priscila,,+55 (11) 98818-1414,,,São Paulo,Brasil,,2025-06-30 13:34:17.611224+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9940,André Galvão,,+55 (11) 98823-0172,,,São Paulo,Brasil,,2025-06-20 20:28:01.467528+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9941,Jaqueline,,+55 (11) 98842-7813,,,São Paulo,Brasil,,2025-07-02 15:37:35.366644+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9942,Cynthia,,+55 (11) 98933-7767,,,São Paulo,Brasil,,2025-08-18 20:36:05.048727+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9943,Paulo Caroli,,+55 (11) 98963-5607,,,São Paulo,Brasil,,2025-08-01 17:47:49.573059+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9944,‎Flavio Costa,,+55 (11) 98969-5662,,,São Paulo,Brasil,,2025-08-21 12:54:28.306544+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9945,KAZUAKI NISHIMURA,,+55 (11) 99133-8208,,,São Paulo,Brasil,,2025-06-22 16:00:40.629194+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9946,Contato WhatsApp,,+55 (11) 99145-0481,,,São Paulo,Brasil,,2025-06-20 20:33:49.918456+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9947,Luiz,,+55 (11) 99149-2915,,,São Paulo,Brasil,,2025-08-04 13:32:32.050268+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9948,Danny Vincenzi,,+55 (11) 99170-9949,,,São Paulo,Brasil,,2025-06-24 12:40:13.666293+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9949,Gabi,,+55 (11) 99171-1327,,,São Paulo,Brasil,,2025-06-28 17:59:03.484595+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9950,Zeba Pacheco,,+55 (11) 99183-8008,,,São Paulo,Brasil,,2025-06-19 01:28:46.643272+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9951,Denise,,+55 (11) 99249-3881,,,São Paulo,Brasil,,2025-07-03 18:44:41.541067+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9952,Guilherme Milaré,,+55 (11) 99276-5137,,,São Paulo,Brasil,,2025-06-17 00:51:41.546717+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9953,Eduardo Maciel,,+55 (11) 99281-3638,,,São Paulo,Brasil,,2025-06-25 20:13:13.152824+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9954,5511993305335,,+55 (11) 99330-5335,,,São Paulo,Brasil,,2025-07-03 00:04:36.73509+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9955,...,,+55 (11) 99343-2525,,,São Paulo,Brasil,,2025-07-21 22:34:57.394799+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9956,Fernanda Encinas,,+55 (11) 99382-8137,,,São Paulo,Brasil,,2025-08-20 11:57:47.800076+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9957,Anna,,+55 (11) 99407-2169,,,São Paulo,Brasil,,2025-08-13 23:56:27.386399+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9958,Luciana,,+55 (11) 99431-4389,,,São Paulo,Brasil,,2025-06-17 13:55:46.585557+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9959,Fernanda,,+55 (11) 99433-3104,,,São Paulo,Brasil,,2025-07-22 19:12:43.31179+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9960,João Pedro Zagni,,+55 (11) 99446-4260,,,São Paulo,Brasil,,2025-06-23 11:50:15.944829+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9961,Mayra,,+55 (11) 99447-2321,,,São Paulo,Brasil,,2025-07-02 12:09:56.693968+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9962,Ione Boer,,+55 (11) 99447-2324,,,São Paulo,Brasil,,2025-07-04 12:27:18.532253+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9963,Douglas Fernandes,,+55 (11) 99460-5682,,,São Paulo,Brasil,,2025-07-02 19:46:43.920625+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9964,Victor Arroyo,,+55 (11) 99461-1916,,,São Paulo,Brasil,,2025-08-06 18:36:31.027115+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9965,João,,+55 (11) 99499-5081,,,São Paulo,Brasil,,2025-06-30 16:04:59.575898+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9966,Vanessa,,+55 (11) 99509-4626,,,São Paulo,Brasil,,2025-08-25 13:37:57.855735+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9967,Contato WhatsApp,,+55 (11) 99510-1078,,,São Paulo,Brasil,,2025-08-11 12:14:26.717312+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9968,Gisele Zinetti,,+55 (11) 99523-5882,,,São Paulo,Brasil,,2025-06-21 14:22:58.511528+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9969,Sabrina,,+55 (11) 99534-0416,,,São Paulo,Brasil,,2025-07-31 12:24:30.655665+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9970,Marina Risso,,+55 (11) 99565-0884,,,São Paulo,Brasil,,2025-08-04 12:58:41.156339+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9971,Luis,,+55 (11) 99603-3805,,,São Paulo,Brasil,,2025-06-28 11:35:00.837693+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9972,Laura Feldman,,+55 (11) 99613-3954,,,São Paulo,Brasil,,2025-07-18 01:43:59.879243+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9973,Marcia,,+55 (11) 99621-6369,,,São Paulo,Brasil,,2025-08-18 12:40:50.795282+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9974,Sirlei Chezzi,,+55 (11) 99622-3282,,,São Paulo,Brasil,,2025-07-21 21:33:46.38143+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9975,Isa Magatti,,+55 (11) 99656-7577,,,São Paulo,Brasil,,2025-08-11 14:11:58.545034+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9976,Andrea Minardi,,+55 (11) 99666-5518,,,São Paulo,Brasil,,2025-06-23 22:58:27.518898+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9977,Sandra Lopes Lanzoni,,+55 (11) 99686-4456,,,São Paulo,Brasil,,2025-08-18 21:44:43.159852+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9978,Carol Dourado,,+55 (11) 99689-7678,,,São Paulo,Brasil,,2025-08-11 19:58:07.32182+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9979,Casciny,,+55 (11) 99690-2110,,,São Paulo,Brasil,,2025-07-04 20:54:23.472503+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9980,Jonadabe Laurindo⚖️,,+55 (11) 99714-7225,,,São Paulo,Brasil,,2025-08-04 13:24:00.718955+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9981,Fabiola Moura,,+55 (11) 99740-2555,,,São Paulo,Brasil,,2025-08-26 11:00:50.645582+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9982,Dra Simone Tagliari,,+55 (11) 99780-5338,,,São Paulo,Brasil,,2025-08-27 12:56:08.787956+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9983,André Canto,,+55 (11) 99788-3606,,,São Paulo,Brasil,,2025-06-20 04:41:40.305819+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9984,Elisangela Bento,,+55 (11) 99830-1283,,,São Paulo,Brasil,,2025-08-27 12:25:38.515087+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9985,Valéria,,+55 (11) 99843-7972,,,São Paulo,Brasil,,2025-07-30 15:39:15.065557+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9986,Alexandre Toledo ,,+55 (11) 99860-5060,,,São Paulo,Brasil,,2025-08-26 13:38:08.954863+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9987,Vagner Camargo,,+55 (11) 99877-9952,,,São Paulo,Brasil,,2025-08-04 17:17:36.645713+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9988,Maria Candida,,+55 (11) 99881-3600,,,São Paulo,Brasil,,2025-08-18 20:23:12.945231+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9989,Antonio Rossi,,+55 (11) 99934-3401,,,São Paulo,Brasil,,2025-08-04 22:31:53.249784+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9990,Amanda Karine Fernandes,,+55 (11) 99939-0711,,,São Paulo,Brasil,,2025-07-15 18:35:49.943698+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9991,Elena,,+55 (11) 99942-0358,,,São Paulo,Brasil,,2025-07-03 01:11:30.750891+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9992,Leni,,+55 (11) 99951-1148,,,São Paulo,Brasil,,2025-08-19 12:19:54.129992+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9993,Heloisa Patti🌹,,+55 (11) 99956-2873,,,São Paulo,Brasil,,2025-07-15 18:24:23.678457+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9994,Graziela,,+55 (11) 99958-0023,,,São Paulo,Brasil,,2025-06-23 11:34:03.477649+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9995,Berenice,,+55 (11) 99996-6399,,,São Paulo,Brasil,,2025-08-19 14:34:17.291579+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9996,Cacá Takahashi,,+55 (11) 99999-0066,,,São Paulo,Brasil,,2025-06-20 12:56:55.181722+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9997,Saulo,,+55 (12) 98113-1877,,,São Paulo,Brasil,,2025-07-17 13:00:25.485475+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9998,Carlos Freitas,,+55 (12) 98126-9017,,,São Paulo,Brasil,,2025-07-21 15:25:30.139576+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
9999,Vitor,,+55 (12) 98178-7305,,,São Paulo,Brasil,,2025-08-26 20:29:37.501045+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10000,Lucas Leite,,+55 (12) 98189-7635,,,São Paulo,Brasil,,2025-07-02 12:14:37.792204+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10001,Sandra 🍐,,+55 (12) 98804-9935,,,São Paulo,Brasil,,2025-08-11 17:10:35.90699+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10002,Bianca Bueno,,+55 (12) 99121-8760,,,São Paulo,Brasil,,2025-07-28 17:41:35.283376+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10003,Maicon,,+55 (12) 99704-4082,,,São Paulo,Brasil,,2025-08-18 20:22:53.332087+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10004,Fatima Taino,,+55 (12) 99719-5462,,,São Paulo,Brasil,,2025-08-18 12:51:56.278542+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10005,Thácia,,+55 (12) 99760-7712,,,São Paulo,Brasil,,2025-06-16 21:36:54.54958+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10006,Leandro Lopes &Patricia C,,+55 (13) 97418-3330,,,São Paulo,Brasil,,2025-08-20 12:46:30.974577+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10007,Regina Das Neves ❄ 🩵🌷,,+55 (13) 98173-6359,,,São Paulo,Brasil,,2025-08-18 15:57:44.34469+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10008,Marcus Aranha,,+55 (13) 99186-8869,,,São Paulo,Brasil,,2025-07-28 10:22:07.792747+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10009,Eduardo Romero,,+55 (13) 99719-0232,,,São Paulo,Brasil,,2025-08-01 11:09:52.781423+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10010,Renan Gutevein,,+55 (13) 99729-0645,,,São Paulo,Brasil,,2025-08-18 13:51:29.866213+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10011,Tah,,+55 (13) 99789-1189,,,São Paulo,Brasil,,2025-06-28 18:23:53.820675+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10012,Contato WhatsApp,,+55 (14) 99105-7135,,,São Paulo,Brasil,,2025-07-25 17:31:45.519943+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10013,Carol,,+55 (14) 99128-9834,,,São Paulo,Brasil,,2025-06-30 15:53:27.329774+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10014,Diana Pina,,+55 (14) 99611-5704,,,São Paulo,Brasil,,2025-07-02 12:17:45.620792+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10015,Cris,,+55 (14) 99652-6060,,,São Paulo,Brasil,,2025-07-18 15:44:52.171755+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10016,!,,+55 (14) 99668-7800,,,São Paulo,Brasil,,2025-08-01 15:38:05.209935+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10017,👑,,+55 (14) 99709-9770,,,São Paulo,Brasil,,2025-06-16 20:37:42.227364+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10018,Contato WhatsApp,,+55 (14) 99711-9720,,,São Paulo,Brasil,,2025-08-07 19:55:07.980949+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10019,Zé Carlos,,+55 (14) 99895-4557,,,São Paulo,Brasil,,2025-08-11 13:18:32.999113+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10020,Souza Leao Advogados,,+55 (15) 98808-4282,,,São Paulo,Brasil,,2025-08-19 12:38:40.423927+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10021,Diego Ramon,,+55 (15) 99114-8484,,,São Paulo,Brasil,,2025-07-24 20:49:41.376913+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10022,Patrícia J Costa,,+55 (15) 99121-6282,,,São Paulo,Brasil,,2025-08-18 18:11:23.764228+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10023,Ricardo Aleixo,,+55 (15) 99123-8080,,,São Paulo,Brasil,,2025-07-01 15:31:50.735654+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10024,Notificasse,,+55 (15) 99242-9494,,,São Paulo,Brasil,,2025-08-20 18:38:14.784807+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10025,Si Ferraz,,+55 (15) 99659-8004,,,São Paulo,Brasil,,2025-08-20 20:48:42.725232+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10026,Jessica Damasceno,,+55 (15) 99711-2015,,,São Paulo,Brasil,,2025-08-13 15:49:51.437127+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10027,Larissa Rinaldo Menchini,,+55 (15) 99783-6438,,,São Paulo,Brasil,,2025-07-26 13:12:10.209663+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10028,José Rodrigues Galvao,,+55 (15) 99811-5877,,,São Paulo,Brasil,,2025-08-18 20:35:16.419747+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10029,Thiago M. Goulart,,+55 (16) 98111-8969,,,São Paulo,Brasil,,2025-08-23 14:24:05.189614+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10030,Vitoria Eid,,+55 (16) 98126-6676,,,São Paulo,Brasil,,2025-07-02 14:26:39.309629+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10031,Daniela Costa,,+55 (16) 98167-1515,,,São Paulo,Brasil,,2025-07-04 15:54:10.637918+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10032,Carla Sousa,,+55 (16) 98816-8213,,,São Paulo,Brasil,,2025-08-15 13:07:19.767022+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10033,Lucinha,,+55 (16) 99137-2964,,,São Paulo,Brasil,,2025-07-18 19:46:06.881387+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10034,Laura Hellen - Intérprete De Libras,,+55 (16) 99138-2292,,,São Paulo,Brasil,,2025-07-29 12:05:29.226669+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10035,Gislaine Mari,,+55 (16) 99154-9085,,,São Paulo,Brasil,,2025-06-23 13:14:44.576361+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10036,Ana Bueno,,+55 (16) 99715-6008,,,São Paulo,Brasil,,2025-08-18 19:16:09.533467+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10037,Gabriela,,+55 (16) 99788-1040,,,São Paulo,Brasil,,2025-07-16 19:51:26.509238+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10038,Cássia Contart,,+55 (16) 99966-2955,,,São Paulo,Brasil,,2025-07-19 17:29:51.655039+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10039,😝,,+55 (17) 98146-4907,,,São Paulo,Brasil,,2025-07-04 22:29:39.122727+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10040,Farid Carvalho Mauad,,+55 (17) 98211-1111,,,São Paulo,Brasil,,2025-08-26 18:00:33.918994+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10041,Cristiane Coord Regional,,+55 (17) 98216-0448,,,São Paulo,Brasil,,2025-08-23 09:46:35.485021+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10042,Barbara Mkw - MKW TRAVEL,,+55 (17) 99151-3646,,,São Paulo,Brasil,,2025-07-21 14:36:58.524031+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10043,Matheus,,+55 (17) 99707-1346,,,São Paulo,Brasil,,2025-07-28 22:39:41.321012+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10044,Adriana Pessopane,,+55 (17) 99746-3347,,,São Paulo,Brasil,,2025-06-30 22:13:54.374153+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10045,Elizabeth Amaral,,+55 (18) 98129-0414,,,São Paulo,Brasil,,2025-06-18 22:29:05.021957+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10046,Roberto de Mello,,+55 (18) 99621-2223,,,São Paulo,Brasil,,2025-08-14 20:02:02.525702+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10047,Daniele Di Giovanni,,+55 (18) 99755-8901,,,São Paulo,Brasil,,2025-08-18 18:49:53.985344+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10048,Jose Victor,,+55 (18) 99785-5571,,,São Paulo,Brasil,,2025-06-21 13:39:17.134144+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10049,Raul Camerro,,+55 (19) 97406-7119,,,São Paulo,Brasil,,2025-07-21 19:23:29.782601+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10050,Marciorossi,,+55 (19) 97409-7836,,,São Paulo,Brasil,,2025-08-27 12:02:22.126001+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10051,cps ed,,+55 (19) 97421-8720,,,São Paulo,Brasil,,2025-07-31 21:39:44.959722+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10052,5519981155167,,+55 (19) 98115-5167,,,São Paulo,Brasil,,2025-07-28 17:25:54.227814+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10053,Vania,,+55 (19) 98124-2518,,,São Paulo,Brasil,,2025-07-30 20:27:23.243293+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10054,Vânia,,+55 (19) 98145-1146,,,São Paulo,Brasil,,2025-06-23 12:17:51.214049+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10055,Contato WhatsApp,,+55 (19) 98184-6776,,,São Paulo,Brasil,,2025-06-21 13:39:05.945962+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10056,Isabela,,+55 (19) 98189-3450,,,São Paulo,Brasil,,2025-07-31 19:24:51.675526+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10057,Priscila Moya,,+55 (19) 98194-8191,,,São Paulo,Brasil,,2025-08-07 20:12:41.216054+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10058,Contato WhatsApp,,+55 (19) 98222-4515,,,São Paulo,Brasil,,2025-08-12 13:54:02.946703+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10059,5519982326386,,+55 (19) 98232-6386,,,São Paulo,Brasil,,2025-07-28 17:26:33.25798+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10060,FB,,+55 (19) 98900-0808,,,São Paulo,Brasil,,2025-08-07 20:27:15.209432+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10061,Camila Paiva,,+55 (19) 99100-2263,,,São Paulo,Brasil,,2025-08-04 12:40:22.385227+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10062,Naya Canela,,+55 (19) 99111-4685,,,São Paulo,Brasil,,2025-07-04 22:14:04.541577+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10063,Carlos,,+55 (19) 99151-0206,,,São Paulo,Brasil,,2025-08-27 12:25:17.111752+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
